01/05/2015,9.6,14
17/05/2015,10.6,9
02/06/2015,13.2,18
18/06/2015,14.1,9
04/07/2015,18.2,12
21/07/2015,17.3,12
07/08/2015,14.7,7
23/08/2015,14.8,6
08/09/2015,13.7,9
24/09/2015,14.3,10
10/10/2015,12.7,8
26/10/2015,11.8,15
