01/05/2015,3.8,8
17/05/2015,9.9,16
02/06/2015,9.6,22
18/06/2015,11.5,13
04/07/2015,14.8,10
21/07/2015,15.0,12
07/08/2015,13.7,8
23/08/2015,16.1,13
08/09/2015,11.7,4
24/09/2015,10.2,14
10/10/2015,10.8,4
26/10/2015,9.0,6
