01/05/2015,9.8,9
17/05/2015,12.1,9
02/06/2015,15.4,18
18/06/2015,18.1,7
04/07/2015,22.2,9
21/07/2015,19.9,11
07/08/2015,18.7,4
23/08/2015,19.7,8
08/09/2015,13.3,5
24/09/2015,15.7,11
10/10/2015,12.1,5
26/10/2015,11.2,8
